#Time TotalMass(kg) flux(x0) flux(x1) flux(y0) flux(y1)
29.7514 0.426982 -0.00500001 1.22888e-79 0 0
29.8514 0.428417 -0.00500001 1.31152e-79 0 0
29.9514 0.429852 -0.00500001 1.39942e-79 0 0
30.0514 0.431287 -0.00500001 1.49289e-79 0 0
30.1513 0.432722 -0.00500001 1.59228e-79 0 0
30.2513 0.434157 -0.00500001 1.69793e-79 0 0
30.3513 0.435592 -0.00500001 1.81022e-79 0 0
30.4513 0.437027 -0.00500001 1.92954e-79 0 0
30.5513 0.438462 -0.00500001 2.0563e-79 0 0
30.6513 0.439897 -0.00500001 2.19096e-79 0 0
30.7513 0.441332 -0.00500001 2.33396e-79 0 0
30.8513 0.442767 -0.00500001 2.4858e-79 0 0
30.9513 0.444202 -0.00500001 2.64699e-79 0 0
31.0512 0.445637 -0.00500001 2.81808e-79 0 0
31.1512 0.447072 -0.00500001 2.99964e-79 0 0
31.2512 0.448507 -0.00500001 3.19228e-79 0 0
31.3512 0.449942 -0.00500001 3.39664e-79 0 0
31.4512 0.451377 -0.00500001 3.61338e-79 0 0
31.5512 0.452812 -0.00500001 3.84322e-79 0 0
31.6512 0.454247 -0.00500001 4.0869e-79 0 0
31.7512 0.455682 -0.00500001 4.34522e-79 0 0
31.8512 0.457117 -0.00500001 4.61899e-79 0 0
31.9512 0.458552 -0.00500001 4.90911e-79 0 0
32.0511 0.459987 -0.00500001 5.21647e-79 0 0
32.1511 0.461422 -0.00500001 5.54207e-79 0 0
32.2511 0.462857 -0.00500001 5.88691e-79 0 0
32.3511 0.464292 -0.00500001 6.25206e-79 0 0
32.4511 0.465727 -0.00500001 6.63867e-79 0 0
32.5511 0.467162 -0.00500001 7.04792e-79 0 0
32.6511 0.468597 -0.00500001 7.48107e-79 0 0
32.7511 0.470032 -0.00500001 7.93942e-79 0 0
32.8511 0.471467 -0.00500001 8.42437e-79 0 0
32.951 0.472902 -0.00500001 8.93738e-79 0 0
33.051 0.474337 -0.00500001 9.47997e-79 0 0
33.151 0.475772 -0.00500001 1.00538e-78 0 0
33.251 0.477207 -0.00500001 1.06604e-78 0 0
33.351 0.478642 -0.00500001 1.13018e-78 0 0
33.451 0.480077 -0.00500001 1.19797e-78 0 0
33.551 0.481512 -0.00500001 1.26961e-78 0 0
33.651 0.482947 -0.00500001 1.34531e-78 0 0
33.751 0.484382 -0.00500001 1.42529e-78 0 0
33.8509 0.485817 -0.00500001 1.50976e-78 0 0
33.9509 0.487252 -0.00500001 1.59898e-78 0 0
34.0509 0.488687 -0.00500001 1.6932e-78 0 0
34.1509 0.490122 -0.00500001 1.79267e-78 0 0
34.2509 0.491557 -0.00500001 1.89768e-78 0 0
34.3509 0.492992 -0.00500001 2.00851e-78 0 0
34.4509 0.494427 -0.00500001 2.12548e-78 0 0
34.5509 0.495862 -0.00500001 2.24889e-78 0 0
34.6509 0.497297 -0.00500001 2.3791e-78 0 0
34.7508 0.498732 -0.00500001 2.51645e-78 0 0
34.8508 0.500167 -0.00500001 2.6613e-78 0 0
34.9508 0.501602 -0.00500001 2.81406e-78 0 0
35.0508 0.503037 -0.00500001 2.97512e-78 0 0
35.1508 0.504472 -0.00500001 3.14491e-78 0 0
35.2508 0.505907 -0.00500001 3.32389e-78 0 0
35.3508 0.507342 -0.00500001 3.51251e-78 0 0
35.4508 0.508777 -0.00500001 3.71127e-78 0 0
35.5508 0.510212 -0.00500001 3.92068e-78 0 0
35.6507 0.511647 -0.00500001 4.14129e-78 0 0
35.7507 0.513082 -0.00500001 4.37366e-78 0 0
35.8507 0.514517 -0.00500001 4.61838e-78 0 0
35.9507 0.515952 -0.00500001 4.87607e-78 0 0
36.0507 0.517387 -0.00500001 5.14739e-78 0 0
36.1507 0.518822 -0.00500001 5.433e-78 0 0
36.2507 0.520257 -0.00500001 5.73363e-78 0 0
36.3507 0.521692 -0.00500001 6.05002e-78 0 0
36.4507 0.523127 -0.00500001 6.38294e-78 0 0
36.5506 0.524562 -0.00500001 6.73323e-78 0 0
36.6506 0.525997 -0.00500001 7.10172e-78 0 0
36.7506 0.527432 -0.00500001 7.48933e-78 0 0
36.8506 0.528867 -0.00500001 7.89697e-78 0 0
36.9506 0.530302 -0.00500001 8.32563e-78 0 0
37.0506 0.531737 -0.00500001 8.77634e-78 0 0
37.1506 0.533172 -0.00500001 9.25017e-78 0 0
37.2506 0.534607 -0.00500001 9.74823e-78 0 0
37.3506 0.536042 -0.00500001 1.02717e-77 0 0
37.4505 0.537477 -0.00500001 1.08218e-77 0 0
37.5505 0.538912 -0.00500001 1.13998e-77 0 0
37.6505 0.540347 -0.00500001 1.20071e-77 0 0
37.7505 0.541782 -0.00500001 1.2645e-77 0 0
37.8505 0.543217 -0.00500001 1.3315e-77 0 0
37.9505 0.544652 -0.00500001 1.40187e-77 0 0
38.0505 0.546087 -0.00500001 1.47576e-77 0 0
38.1505 0.547522 -0.00500001 1.55334e-77 0 0
38.2505 0.548957 -0.00500001 1.63478e-77 0 0
38.3505 0.550392 -0.00500001 1.72027e-77 0 0
38.4504 0.551827 -0.00500001 1.81e-77 0 0
38.5504 0.553262 -0.00500001 1.90416e-77 0 0
38.6504 0.554697 -0.00500001 2.00296e-77 0 0
38.7504 0.556132 -0.00500001 2.10662e-77 0 0
38.8504 0.557567 -0.00500001 2.21537e-77 0 0
38.9504 0.559002 -0.00500001 2.32943e-77 0 0
39.0504 0.560437 -0.00500001 2.44905e-77 0 0
39.1504 0.561872 -0.00500001 2.5745e-77 0 0
39.2504 0.563307 -0.00500001 2.70604e-77 0 0
39.3503 0.564742 -0.00500001 2.84394e-77 0 0
39.4503 0.566177 -0.00500001 2.9885e-77 0 0
39.5503 0.567612 -0.00500001 3.14003e-77 0 0
39.6503 0.569047 -0.00500001 3.29884e-77 0 0
39.7503 0.570482 -0.00500001 3.46526e-77 0 0
39.8503 0.571917 -0.00500001 3.63963e-77 0 0
39.9503 0.573352 -0.00500001 3.82232e-77 0 0
40.0503 0.574787 -0.00500001 4.01369e-77 0 0
40.1503 0.576222 -0.00500001 4.21415e-77 0 0
40.2502 0.577657 -0.00500001 4.4241e-77 0 0
40.3502 0.579092 -0.00500001 4.64395e-77 0 0
40.4502 0.580527 -0.00500001 4.87416e-77 0 0
40.5502 0.581962 -0.00500001 5.11519e-77 0 0
40.6502 0.583397 -0.00500001 5.3675e-77 0 0
40.7502 0.584832 -0.00500001 5.63162e-77 0 0
40.8502 0.586267 -0.00500001 5.90805e-77 0 0
40.9502 0.587702 -0.00500001 6.19733e-77 0 0
41.0502 0.589137 -0.00500001 6.50004e-77 0 0
41.1501 0.590572 -0.00500001 6.81677e-77 0 0
41.2501 0.592007 -0.00500001 7.14811e-77 0 0
41.3501 0.593442 -0.00500001 7.49473e-77 0 0
41.4501 0.594877 -0.00500001 7.85727e-77 0 0
41.5501 0.596312 -0.00500001 8.23643e-77 0 0
41.6501 0.597747 -0.00500001 8.63292e-77 0 0
41.7501 0.599182 -0.00500001 9.04751e-77 0 0
41.8501 0.600617 -0.00500001 9.48097e-77 0 0
41.9501 0.602052 -0.00500001 9.93411e-77 0 0
42.05 0.603487 -0.00500001 1.04078e-76 0 0
42.15 0.604922 -0.00500001 1.09028e-76 0 0
42.25 0.606357 -0.00500001 1.14202e-76 0 0
42.35 0.607792 -0.00500001 1.19609e-76 0 0
42.45 0.609227 -0.00500001 1.25258e-76 0 0
42.55 0.610662 -0.00500001 1.3116e-76 0 0
42.65 0.612097 -0.00500001 1.37326e-76 0 0
42.75 0.613532 -0.00500001 1.43766e-76 0 0
42.85 0.614967 -0.00500001 1.50492e-76 0 0
42.9499 0.616402 -0.00500001 1.57517e-76 0 0
43.0499 0.617837 -0.00500001 1.64853e-76 0 0
43.1499 0.619272 -0.00500001 1.72512e-76 0 0
43.2499 0.620707 -0.00500001 1.80509e-76 0 0
43.3499 0.622142 -0.00500001 1.88857e-76 0 0
43.4499 0.623577 -0.00500001 1.97571e-76 0 0
43.5499 0.625012 -0.00500001 2.06665e-76 0 0
43.6499 0.626447 -0.00500001 2.16157e-76 0 0
43.7499 0.627882 -0.00500001 2.26062e-76 0 0
43.8499 0.629317 -0.00500001 2.36397e-76 0 0
43.9498 0.630752 -0.00500001 2.4718e-76 0 0
44.0498 0.632187 -0.00500001 2.5843e-76 0 0
44.1498 0.633622 -0.00500001 2.70164e-76 0 0
44.2498 0.635057 -0.00500001 2.82404e-76 0 0
44.3498 0.636492 -0.00500001 2.95169e-76 0 0
44.4498 0.637927 -0.00500001 3.08481e-76 0 0
44.5498 0.639362 -0.00500001 3.22362e-76 0 0
44.6498 0.640797 -0.00500001 3.36835e-76 0 0
44.7498 0.642232 -0.00500001 3.51924e-76 0 0
44.8497 0.643667 -0.00500001 3.67653e-76 0 0
44.9497 0.645102 -0.00500001 3.84049e-76 0 0
45.0497 0.646537 -0.00500001 4.01139e-76 0 0
45.1497 0.647972 -0.00500001 4.18949e-76 0 0
45.2497 0.649407 -0.00500001 4.37508e-76 0 0
45.3497 0.650842 -0.00500001 4.56847e-76 0 0
45.4497 0.652277 -0.00500001 4.76996e-76 0 0
45.5497 0.653712 -0.00500001 4.97988e-76 0 0
45.6497 0.655147 -0.00500001 5.19855e-76 0 0
45.7496 0.656582 -0.00500001 5.42632e-76 0 0
45.8496 0.658017 -0.00500001 5.66356e-76 0 0
45.9496 0.659452 -0.00500001 5.91062e-76 0 0
46.0496 0.660887 -0.00500001 6.1679e-76 0 0
46.1496 0.662322 -0.00500001 6.4358e-76 0 0
46.2496 0.663757 -0.00500001 6.71473e-76 0 0
46.3496 0.665192 -0.00500001 7.00511e-76 0 0
46.4496 0.666627 -0.00500001 7.30741e-76 0 0
46.5496 0.668062 -0.00500001 7.62206e-76 0 0
46.6495 0.669497 -0.00500001 7.94956e-76 0 0
46.7495 0.670932 -0.00500001 8.2904e-76 0 0
46.8495 0.672367 -0.00500001 8.6451e-76 0 0
